bismarcktribune.com,The Bismarck Tribune,Bismarck,North Dakota,4726,"Lee Enterprises",BLOX,https://bismarcktribune.com/,http://bismarcktribune.com/search/?f=rss&t=article&l=10&s=start_time&sd=desc&k%5B%5D=%23topstory,2800,1873,2800|3740|75
bladeempire.com,Concordia Blade-Empire,Concordia,Kansas,4837,"Blade-Empire Pub. Co.",Drupal,https://www.bladeempire.com/,https://www.bladeempire.com/rss.xml,15626,,15626|2790|76
blueridgenow.com,Times-News,Hendersonville,North Carolina,5043,"GateHouse Media",NewsCycle,https://www.blueridgenow.com/,https://www.blueridgenow.com//news?template=rss&mime=xml,9287,1881,9287||77
bnd.com,Belleville News-Democrat,Belleville,Illinois,4712,"The McClatchy Company",Escenic,https://www.bnd.com/,https://www.bnd.com/?widgetName=rssfeed&widgetContentId=6199&getXmlFeed=true,4400,1858,4400||78
bolivarcommercial.com,The Bolivar Commercial,Cleveland,Mississippi,4816,"Cleveland Newspapers, Inc.",WordPress,https://www.bolivarcommercial.com/,https://bolivarcommercial.com/feed/,33231,1969,33231||79
bonnercountydailybee.com,Bonner County Daily Bee,Sandpoint,Idaho,5496,"Hagadone Corporation",NewsCycle,https://www.bonnercountydailybee.com/,https://www.bonnercountydailybee.com//news?template=rss&mime=xml,7293,1966,7293|2236|80
borgernewsherald.com,Borger News-Herald,Borger,Texas,4736,"Horizon Publications Inc.",Drupal,https://www.borgernewsherald.com/,https://borgernewsherald.com/rss.xml,41663,1926,41663||81
bostonglobe.com,The Boston Globe,Boston,Massachusetts,4737,"John W. Henry",,https://www.bostonglobe.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=bostonglobe.com,8340,,8340||82
bostonherald.com,Boston Herald,Boston,Massachusetts,4737,"Digital First Media",WordPress,https://www.bostonherald.com/,https://www.bostonherald.com/feed/,10545,1846,10545||83
bozemandailychronicle.com,Bozeman Daily Chronicle,Bozeman,Montana,4741,"Adams Publishing Group, LLC",BLOX,https://www.bozemandailychronicle.com/,https://www.bozemandailychronicle.com/search/?f=rss&t=article&l=10,1135,1883,1135||84
bradenton.com,Bradenton Herald,Bradenton,Florida,4742,"The McClatchy Company",Escenic,https://www.bradenton.com/,https://www.bradenton.com/?widgetName=rssfeed&widgetContentId=6199&getXmlFeed=true,97205,1922,97205||85
bradfordera.com,The Bradford Era,Bradford,Pennsylvania,4743,"Bradford Publishing Co.",BLOX,http://www.bradfordera.com/,http://www.bradfordera.com/search/?f=rss&t=article&l=10,4928,1824,4928||86
brainerddispatch.com,Brainerd Dispatch,Brainerd,Minnesota,4744,"Forum Communications Co.",Drupal,https://www.brainerddispatch.com/,https://www.brainerddispatch.com/latest/rss/,4200,1881,4200||87
breezecourier.com,Breeze Courier,Taylorville,Illinois,5585,"Breeze-Courier & Printing",1up!,https://breezecourier.com/,,3800,1894,3800||88
brenhambanner.com,Brenham Banner-Press,Brenham,Texas,4748,"Hartman Newspapers LP",BLOX,http://www.brenhambanner.com/,http://www.brenhambanner.com/search/?f=rss&t=article&l=10,24634,1866,24634|2008|89
bristolpress.com,The Bristol Press,Bristol,Connecticut,4750,"Central Connecticut Communications LLC",,http://www.bristolpress.com/,,20481,1871,20481||90
brookingsregister.com,Brookings Register,Brookings,South Dakota,4754,"News Media Corp.",,https://brookingsregister.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=brookingsregister.com,27996,1882,27996|651|91
brownsvilleherald.com,The Brownsville Herald,Brownsville,Texas,4757,"AIM Media",BLOX,https://www.brownsvilleherald.com/,https://www.brownsvilleherald.com/search/?f=rss&t=article&c=news&l=50,14906,,14906|988|92
bryantimes.com,The Bryan Times,Bryan,Ohio,4760,"Bryan Publishing Co.",BLOX,https://www.bryantimes.com/,http://www.bryantimes.com/search/?f=rss&t=article&l=10&s=start_time&sd=desc&k%5B%5D=%23topstory,5350,1949,5350||93
buckscountycouriertimes.com,Bucks County Courier Times,Levittown,Pennsylvania,5164,"GateHouse Media",NewsCycle,https://www.buckscountycouriertimes.com/,https://www.buckscountycouriertimes.com//news?template=rss&mime=xml,5796,1954,5796||94
bucyrustelegraphforum.com,Telegraph-Forum,Mansfield,Ohio,5213,"Gannett",Presto,https://www.bucyrustelegraphforum.com/,https://rssfeeds.bucyrustelegraphforum.com/mansfield/home&x=1,5880,,5880||95
buffalonews.com,The Buffalo News,Buffalo,New York,4762,"BH Media Group",WordPress,https://buffalonews.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=buffalonews.com,3690,1880,3690||96
burlingtoncountytimes.com,Burlington County Times,Willingboro,New Jersey,5676,"GateHouse Media",NewsCycle,https://www.burlingtoncountytimes.com/,https://www.burlingtoncountytimes.com//news?template=rss&mime=xml,5756,1958,5756|36|97
burlingtonfreepress.com,The Burlington Free Press,Burlington,Vermont,4764,"Gannett",Presto,https://www.burlingtonfreepress.com/,https://rssfeeds.burlingtonfreepress.com/burlington/home&x=1,7589,1827,7589||98
butlereagle.com,Butler Eagle,Butler,Pennsylvania,4766,"Eagle Media",NewsCycle,http://www.butlereagle.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=butlereagle.com,4241,1895,4241||99
cadillacnews.com,Cadillac News,Cadillac,Michigan,4768,"Huckle Family",BLOX,https://www.cadillacnews.com/,http://www.cadillacnews.com/search/?f=rss&t=article&l=10&s=start_time&sd=desc&k%5B%5D=%23topstory,9937,,9937|141|100
caledonianrecord.com,The Caledonian-Record,Saint Johnsbury,Vermont,5473,"Caledonian Record Publishing",BLOX,https://www.caledonianrecord.com/,http://www.caledonianrecord.com/search/?f=rss&t=article&l=10,12536,1837,12536||101
caller.com,Corpus Christi Caller-Times,Corpus Christi,Texas,4847,"Gannett",Presto,https://www.caller.com/,https://rssfeeds.caller.com/corpuschristi/home&x=1,2000,1883,2000||102
camdenarknews.com,Camden News,Camden,Arkansas,4771,"WEHCO Media, Inc.",,https://www.camdenarknews.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=camdenarknews.com,9067,1920,9067||103
canoncitydailyrecord.com,The Canon City Daily Record,Canon City,Colorado,4774,"Digital First Media",,http://www.canoncitydailyrecord.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=canoncitydailyrecord.com,3600,1873,3600||104
cantondailyledger.com,Daily Ledger,Canton,Illinois,4775,"GateHouse Media",NewsCycle,https://www.cantondailyledger.com/,https://www.cantondailyledger.com//news?template=rss&mime=xml,35036,1849,35036||105
cantonrep.com,The Repository,Canton,Ohio,4776,"GateHouse Media",NewsCycle,https://www.cantonrep.com/,https://www.cantonrep.com//news?template=rss&mime=xml,25485,,25485||106
cape-coral-daily-breeze.com,Cape Coral Breeze,Cape Coral,Florida,4778,"Ogden Newspapers Inc.",,http://www.cape-coral-daily-breeze.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=cape-coral-daily-breeze.com,10114,1961,10114|190|107
capecodtimes.com,Cape Cod Times,Hyannis,Massachusetts,5068,"GateHouse Media",NewsCycle,https://www.capecodtimes.com/,https://www.capecodtimes.com//news?template=rss&mime=xml,79123,1936,79123|3910|108
capitalgazette.com,The Capital,Annapolis,Maryland,4664,"Tribune Publishing Co.",,https://www.capitalgazette.com/,http://www.capitalgazette.com/rss2.0.xml,4728,,4728|173|109
capjournal.com,Capital Journal,Pierre,South Dakota,5399,"Wick Communications",BLOX,https://www.capjournal.com/,http://www.capjournal.com/search/?f=rss&t=article&l=10,13213,1889,13213|420|110
carmitimes.com,The Carmi Times,Carmi,Illinois,4783,"GateHouse Media",NewsCycle,https://www.carmitimes.com/,https://www.carmitimes.com//news?template=rss&mime=xml,3414,1950,3414|197|111
carrollcountytimes.com,Carroll County Times,Westminster,Maryland,5669,"Tribune Publishing Co.",,https://www.carrollcountytimes.com/,http://www.carrollcountytimes.com/rss2.0.xml,4126,1911,4126|1782|112
carrollspaper.com,Carroll Daily Times Herald,Carroll,Iowa,4784,"Herald Publishing Company",1up!,http://www.carrollspaper.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=carrollspaper.com,4255,,4255|249|113
cdapress.com,Coeur d'Alene Press,Coeur d'Alene,Idaho,4825,"Hagadone Corporation",NewsCycle,https://www.cdapress.com/,https://www.cdapress.com//news?template=rss&mime=xml,31369,1887,31369||114
cdispatch.com,The Commercial Dispatch,Columbus,Mississippi,4831,"The Commercial Dispatch Publishing Company",,http://www.cdispatch.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=cdispatch.com,2081202,,2081202||115
centralmaine.com,Kennebec Journal,Augusta,Maine,4691,"Maine Today Media Inc.",WordPress,https://www.centralmaine.com/,https://www.centralmaine.com/feed/,6761,1904,6761||117
centredaily.com,Centre Daily Times,State College,Pennsylvania,5556,"The McClatchy Company",Escenic,https://www.centredaily.com/,https://www.centredaily.com/?widgetName=rssfeed&widgetContentId=6199&getXmlFeed=true,5482,1898,5482|459|119
chanute.com,The Chanute Tribune,Chanute,Kansas,4793,"Kansas Newspapers L.L.C.",BLOX,http://www.chanute.com/,http://www.chanute.com/search/?f=rss&t=article&c=news&l=50,10377,,10377|60|120
charlotteobserver.com,The Charlotte Observer,Charlotte,North Carolina,4796,"The McClatchy Company",Escenic,https://www.charlotteobserver.com/,https://www.charlotteobserver.com/?widgetName=rssfeed&widgetContentId=6199&getXmlFeed=true,4517,1886,4517||122
cheboygannews.com,Cheboygan Daily Tribune,Cheboygan,Michigan,4799,"GateHouse Media",NewsCycle,https://www.cheboygannews.com/,https://www.cheboygannews.com//news?template=rss&mime=xml,,1876,||123
chestertontribune.com,Chesterton Tribune,Chesterton,Indiana,4801,"Chesterton Tribune, Inc.",,http://www.chestertontribune.com/,http://www.chestertontribune.com/rss.xml,31737,1884,31737||124
chicago.suntimes.com,Chicago Sun-Times,Chicago,Illinois,4803,"Sun-Times Media LLC",WordPress,https://chicago.suntimes.com/,https://chicago.suntimes.com/feed/,15752,1844,15752||125
chicagotribune.com,Chicago Tribune,Chicago,Illinois,4803,"Tribune Publishing Co.",,https://www.chicagotribune.com/,http://www.chicagotribune.com/rss2.0.xml,9309,1847,9309|20|126
chickashanews.com,The Express-Star,Chickasha,Oklahoma,4804,"Community Newspaper Holdings, Inc.",BLOX,https://www.chickashanews.com/,http://www.chickashanews.com/search/?f=rss&t=article&l=10,7688,1892,7688|481|131
chicoer.com,Chico Enterprise-Record,Chico,California,4805,"Digital First Media",WordPress,https://www.chicoer.com/,https://www.chicoer.com/feed/,5690,1853,5690|47|132
chieftain.com,The Pueblo Chieftain,Pueblo,Colorado,5431,"Star-Journal Publishing Corp.",NewsCycle,https://www.chieftain.com/,https://www.chieftain.com//news?template=rss&mime=xml,6862,1868,6862|687|133
chillicothegazette.com,Chillicothe Gazette,Chillicothe,Ohio,4806,"Gannett",Presto,https://www.chillicothegazette.com/,https://rssfeeds.chillicothegazette.com/chillicothe/home&x=1,25193,1800,25193|3232|134
chillicothenews.com,Constitution-Tribune,Chillicothe,Missouri,4807,"GateHouse Media",NewsCycle,https://www.chillicothenews.com/,https://www.chillicothenews.com//news?template=rss&mime=xml,,1860,||135
chippewa.com,The Chippewa Herald,Chippewa Falls,Wisconsin,4808,"Lee Enterprises",BLOX,https://chippewa.com/,http://chippewa.com/search/?f=rss&t=article&l=10&s=start_time&sd=desc&k%5B%5D=%23topstory,3007,1870,3007|8586|136
chron.com,Houston Chronicle,Houston,Texas,5060,"Hearst Communications, Inc.",,https://www.chron.com/,https://news.google.com/rss/search?hl=en-US&gl=US&ceid=US=en&num=5&q=site=chron.com,2522,1901,2522|0|137
chronicle-tribune.com,Chronicle-Tribune,Marion,Indiana,5218,"Paxton Media Group, LLC",,https://www.chronicle-tribune.com/,,3423,1867,3423|540|138
